,a_length_bin,a_V_segment_spec,a_V_segment_agg,a_kidera1,a_kidera2,a_kidera3,a_kidera4,a_kidera5,a_kidera6,a_kidera7,a_kidera8,a_kidera9,a_kidera10,b_length_bin,b_V_segment_spec,b_V_segment_agg,b_kidera1,b_kidera2,b_kidera3,b_kidera4,b_kidera5,b_kidera6,b_kidera7,b_kidera8,b_kidera9,b_kidera10,are_paired
3561,5.0,7.0,0.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,1.0,2.0,3.0,5.0,4.0,6.0,4.0,7.0,6.0,5.0,5.0,2.0,0.0
3562,4.0,1.0,0.0,7.0,3.0,4.0,7.0,6.0,4.0,7.0,5.0,3.0,4.0,2.0,3.0,0.0,5.0,2.0,5.0,4.0,5.0,3.0,7.0,6.0,2.0,5.0,0.0
3563,4.0,1.0,0.0,6.0,2.0,3.0,4.0,5.0,4.0,7.0,7.0,3.0,2.0,4.0,1.0,2.0,5.0,5.0,4.0,3.0,4.0,7.0,6.0,6.0,2.0,4.0,0.0
3564,3.0,1.0,7.0,2.0,7.0,0.0,5.0,3.0,6.0,6.0,5.0,7.0,5.0,5.0,1.0,1.0,6.0,5.0,3.0,6.0,6.0,5.0,7.0,3.0,5.0,3.0,0.0
3565,6.0,2.0,3.0,6.0,5.0,3.0,6.0,5.0,3.0,5.0,3.0,1.0,5.0,3.0,2.0,4.0,7.0,2.0,4.0,6.0,4.0,6.0,4.0,7.0,3.0,4.0,0.0
3566,5.0,5.0,6.0,4.0,4.0,7.0,6.0,7.0,5.0,5.0,2.0,2.0,4.0,3.0,5.0,4.0,7.0,3.0,5.0,5.0,7.0,6.0,4.0,4.0,3.0,4.0,0.0
3567,7.0,2.0,5.0,6.0,4.0,3.0,6.0,6.0,4.0,7.0,6.0,1.0,7.0,0.0,8.0,6.0,6.0,3.0,5.0,4.0,6.0,3.0,6.0,7.0,3.0,6.0,0.0
3568,4.0,6.0,6.0,5.0,6.0,2.0,6.0,5.0,5.0,3.0,3.0,6.0,6.0,7.0,3.0,1.0,2.0,6.0,5.0,6.0,0.0,3.0,5.0,4.0,5.0,7.0,0.0
3569,5.0,5.0,7.0,3.0,4.0,4.0,7.0,7.0,2.0,7.0,2.0,3.0,5.0,1.0,2.0,1.0,7.0,4.0,5.0,4.0,4.0,7.0,6.0,7.0,4.0,5.0,0.0
3570,5.0,3.0,0.0,6.0,6.0,5.0,5.0,3.0,4.0,6.0,5.0,2.0,4.0,3.0,5.0,1.0,4.0,5.0,3.0,3.0,5.0,4.0,3.0,3.0,5.0,3.0,0.0
3571,5.0,7.0,0.0,4.0,2.0,3.0,5.0,5.0,2.0,6.0,5.0,3.0,5.0,2.0,0.0,2.0,7.0,3.0,3.0,6.0,7.0,7.0,4.0,5.0,5.0,3.0,0.0
3572,5.0,5.0,3.0,5.0,7.0,4.0,9.0,5.0,4.0,2.0,5.0,6.0,5.0,5.0,5.0,8.0,3.0,3.0,3.0,4.0,2.0,4.0,7.0,7.0,4.0,6.0,0.0
3573,4.0,6.0,1.0,5.0,5.0,5.0,5.0,6.0,4.0,6.0,5.0,5.0,3.0,3.0,0.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,6.0,0.0
3574,5.0,3.0,0.0,4.0,8.0,4.0,7.0,6.0,6.0,7.0,6.0,5.0,3.0,3.0,3.0,0.0,7.0,3.0,4.0,6.0,2.0,6.0,4.0,6.0,2.0,7.0,0.0
3575,3.0,7.0,4.0,5.0,6.0,6.0,4.0,5.0,5.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,3.0,5.0,5.0,5.0,2.0,5.0,3.0,5.0,6.0,5.0,0.0
3576,7.0,3.0,0.0,6.0,4.0,3.0,7.0,4.0,3.0,7.0,5.0,3.0,6.0,3.0,4.0,4.0,7.0,5.0,5.0,2.0,3.0,6.0,4.0,7.0,2.0,4.0,0.0
3577,3.0,1.0,7.0,3.0,6.0,1.0,7.0,3.0,6.0,5.0,5.0,7.0,4.0,1.0,5.0,0.0,6.0,4.0,3.0,6.0,5.0,6.0,3.0,5.0,5.0,4.0,0.0
3578,5.0,5.0,0.0,6.0,4.0,4.0,5.0,4.0,5.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,5.0,3.0,5.0,4.0,2.0,6.0,4.0,4.0,4.0,7.0,0.0
3579,5.0,7.0,4.0,4.0,4.0,4.0,6.0,5.0,4.0,5.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,5.0,7.0,5.0,3.0,0.0
3580,5.0,1.0,2.0,8.0,3.0,4.0,5.0,6.0,5.0,7.0,8.0,3.0,2.0,1.0,1.0,4.0,6.0,4.0,6.0,3.0,5.0,5.0,4.0,6.0,5.0,0.0,0.0
3581,6.0,1.0,0.0,7.0,2.0,7.0,6.0,6.0,2.0,6.0,4.0,0.0,7.0,3.0,6.0,2.0,3.0,3.0,2.0,0.0,3.0,3.0,5.0,6.0,3.0,3.0,0.0
3582,5.0,7.0,4.0,5.0,4.0,4.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,6.0,4.0,3.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,0.0
3583,5.0,1.0,2.0,6.0,3.0,6.0,7.0,6.0,4.0,5.0,4.0,2.0,4.0,4.0,1.0,2.0,4.0,7.0,5.0,4.0,2.0,6.0,2.0,5.0,4.0,3.0,0.0
3584,4.0,1.0,0.0,7.0,4.0,4.0,4.0,6.0,4.0,6.0,7.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,5.0,4.0,6.0,0.0
3585,6.0,7.0,0.0,6.0,4.0,4.0,7.0,6.0,4.0,4.0,5.0,3.0,6.0,3.0,1.0,1.0,4.0,4.0,3.0,4.0,8.0,7.0,7.0,7.0,5.0,3.0,0.0
3586,5.0,7.0,4.0,5.0,4.0,5.0,6.0,6.0,4.0,5.0,5.0,4.0,3.0,2.0,2.0,4.0,7.0,7.0,5.0,6.0,3.0,4.0,3.0,4.0,6.0,4.0,0.0
3587,5.0,6.0,0.0,7.0,9.0,8.0,6.0,4.0,3.0,4.0,4.0,6.0,7.0,7.0,1.0,0.0,3.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,3.0,0.0
3588,3.0,9.0,3.0,7.0,6.0,5.0,5.0,7.0,6.0,6.0,6.0,6.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,7.0,0.0
3589,5.0,7.0,0.0,4.0,4.0,4.0,6.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,7.0,6.0,4.0,4.0,5.0,3.0,2.0,3.0,2.0,4.0,4.0,6.0,0.0
3590,5.0,4.0,0.0,6.0,8.0,6.0,7.0,3.0,4.0,3.0,5.0,6.0,5.0,0.0,0.0,1.0,3.0,4.0,5.0,4.0,5.0,5.0,2.0,4.0,6.0,2.0,0.0
3591,5.0,4.0,6.0,7.0,5.0,4.0,5.0,6.0,2.0,6.0,5.0,3.0,6.0,3.0,1.0,2.0,2.0,3.0,4.0,1.0,3.0,2.0,4.0,5.0,5.0,6.0,0.0
3592,6.0,1.0,7.0,6.0,3.0,4.0,5.0,7.0,3.0,5.0,5.0,3.0,6.0,3.0,1.0,2.0,5.0,5.0,4.0,2.0,3.0,5.0,4.0,6.0,2.0,3.0,0.0
3593,5.0,6.0,2.0,4.0,3.0,3.0,5.0,6.0,1.0,8.0,3.0,3.0,6.0,3.0,0.0,3.0,6.0,5.0,5.0,7.0,6.0,7.0,4.0,5.0,5.0,1.0,0.0
3594,5.0,3.0,0.0,6.0,5.0,4.0,6.0,3.0,3.0,5.0,4.0,5.0,6.0,4.0,8.0,3.0,4.0,3.0,3.0,5.0,3.0,6.0,5.0,7.0,2.0,4.0,0.0
3595,5.0,1.0,0.0,8.0,2.0,2.0,4.0,5.0,4.0,7.0,7.0,2.0,7.0,0.0,5.0,0.0,8.0,3.0,5.0,5.0,6.0,6.0,5.0,6.0,3.0,6.0,0.0
3596,5.0,8.0,0.0,5.0,4.0,5.0,8.0,7.0,4.0,6.0,3.0,2.0,4.0,1.0,1.0,1.0,6.0,4.0,5.0,5.0,5.0,6.0,5.0,6.0,4.0,3.0,0.0
3597,5.0,6.0,0.0,4.0,9.0,4.0,6.0,1.0,6.0,5.0,4.0,6.0,3.0,3.0,8.0,3.0,3.0,5.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,7.0,0.0
3598,5.0,5.0,0.0,4.0,4.0,3.0,5.0,5.0,4.0,7.0,7.0,5.0,4.0,2.0,3.0,8.0,6.0,4.0,4.0,3.0,5.0,4.0,6.0,5.0,5.0,4.0,0.0
3599,4.0,8.0,4.0,5.0,7.0,5.0,4.0,8.0,5.0,2.0,5.0,6.0,5.0,3.0,0.0,3.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,0.0
3600,5.0,7.0,0.0,6.0,4.0,4.0,6.0,4.0,4.0,6.0,6.0,5.0,5.0,2.0,1.0,2.0,7.0,3.0,5.0,6.0,3.0,6.0,5.0,7.0,2.0,5.0,0.0
3601,5.0,6.0,0.0,5.0,3.0,1.0,6.0,5.0,2.0,7.0,6.0,5.0,5.0,3.0,0.0,3.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,6.0,4.0,6.0,0.0
3602,3.0,4.0,1.0,5.0,4.0,4.0,4.0,6.0,2.0,8.0,6.0,4.0,5.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,6.0,3.0,5.0,0.0
3603,5.0,6.0,0.0,5.0,6.0,6.0,5.0,4.0,4.0,2.0,3.0,6.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,6.0,3.0,7.0,0.0
3604,6.0,1.0,3.0,5.0,4.0,4.0,6.0,6.0,3.0,5.0,6.0,3.0,6.0,3.0,6.0,4.0,8.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,0.0
3605,5.0,1.0,1.0,3.0,8.0,5.0,7.0,4.0,5.0,4.0,4.0,6.0,5.0,7.0,4.0,0.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,6.0,3.0,5.0,0.0
3606,5.0,1.0,0.0,5.0,3.0,4.0,6.0,5.0,3.0,6.0,5.0,3.0,4.0,7.0,6.0,2.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,0.0
3607,6.0,1.0,0.0,4.0,6.0,4.0,7.0,5.0,6.0,5.0,5.0,4.0,5.0,1.0,1.0,2.0,5.0,6.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,2.0,0.0
3608,7.0,1.0,0.0,4.0,4.0,3.0,8.0,5.0,5.0,7.0,5.0,3.0,5.0,3.0,2.0,1.0,5.0,4.0,4.0,7.0,5.0,7.0,4.0,3.0,4.0,4.0,0.0
3609,3.0,1.0,0.0,4.0,5.0,5.0,5.0,7.0,4.0,6.0,4.0,5.0,7.0,1.0,1.0,4.0,5.0,6.0,7.0,5.0,3.0,5.0,1.0,4.0,4.0,3.0,0.0
3610,3.0,9.0,3.0,4.0,5.0,5.0,6.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,0.0,3.0,6.0,4.0,5.0,5.0,3.0,4.0,1.0,3.0,4.0,5.0,0.0
3611,5.0,1.0,0.0,1.0,6.0,3.0,4.0,5.0,1.0,7.0,4.0,5.0,5.0,3.0,0.0,3.0,8.0,4.0,6.0,6.0,3.0,5.0,2.0,5.0,4.0,5.0,0.0
3612,6.0,6.0,1.0,7.0,5.0,5.0,5.0,6.0,2.0,4.0,5.0,3.0,4.0,1.0,4.0,6.0,7.0,2.0,4.0,4.0,5.0,5.0,6.0,9.0,3.0,5.0,0.0
3613,3.0,7.0,0.0,6.0,6.0,6.0,4.0,5.0,5.0,4.0,4.0,2.0,2.0,0.0,8.0,3.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,6.0,6.0,2.0,0.0
3614,6.0,1.0,0.0,6.0,3.0,5.0,6.0,7.0,4.0,7.0,3.0,0.0,8.0,3.0,2.0,6.0,4.0,2.0,5.0,3.0,3.0,2.0,5.0,5.0,3.0,7.0,0.0
3615,4.0,1.0,0.0,5.0,4.0,6.0,5.0,6.0,4.0,7.0,5.0,3.0,5.0,1.0,1.0,2.0,5.0,6.0,7.0,5.0,3.0,5.0,1.0,4.0,4.0,3.0,0.0
3616,5.0,1.0,0.0,7.0,1.0,3.0,5.0,5.0,4.0,7.0,8.0,1.0,3.0,1.0,2.0,6.0,7.0,6.0,4.0,6.0,2.0,5.0,3.0,5.0,6.0,7.0,0.0
3617,6.0,6.0,0.0,5.0,6.0,6.0,7.0,3.0,3.0,6.0,4.0,4.0,8.0,2.0,2.0,8.0,7.0,3.0,6.0,5.0,4.0,5.0,7.0,7.0,2.0,5.0,0.0
3618,5.0,7.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,4.0,4.0,3.0,5.0,6.0,6.0,4.0,5.0,0.0
3619,5.0,7.0,4.0,5.0,4.0,4.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,7.0,6.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,5.0,5.0,0.0
3620,5.0,8.0,6.0,6.0,5.0,5.0,7.0,3.0,6.0,4.0,5.0,6.0,2.0,0.0,0.0,1.0,6.0,6.0,4.0,4.0,3.0,4.0,2.0,6.0,4.0,5.0,0.0
3621,5.0,7.0,0.0,6.0,4.0,4.0,6.0,4.0,4.0,6.0,6.0,5.0,5.0,2.0,2.0,6.0,3.0,5.0,4.0,5.0,1.0,4.0,2.0,4.0,5.0,7.0,0.0
3622,4.0,5.0,1.0,4.0,3.0,4.0,5.0,5.0,3.0,8.0,7.0,2.0,6.0,3.0,8.0,3.0,5.0,7.0,3.0,5.0,2.0,7.0,4.0,5.0,3.0,5.0,0.0
3623,6.0,2.0,1.0,6.0,4.0,3.0,7.0,5.0,3.0,4.0,4.0,2.0,5.0,2.0,1.0,1.0,6.0,3.0,4.0,6.0,7.0,8.0,5.0,5.0,5.0,3.0,0.0
3624,4.0,1.0,0.0,7.0,2.0,4.0,5.0,6.0,5.0,7.0,8.0,2.0,3.0,4.0,1.0,2.0,4.0,8.0,4.0,3.0,2.0,4.0,4.0,5.0,4.0,6.0,0.0
3625,4.0,8.0,6.0,5.0,5.0,3.0,6.0,4.0,6.0,5.0,5.0,6.0,2.0,1.0,1.0,2.0,4.0,6.0,6.0,5.0,2.0,5.0,2.0,4.0,5.0,3.0,0.0
3626,5.0,7.0,4.0,6.0,3.0,5.0,5.0,6.0,4.0,5.0,5.0,3.0,4.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,1.0,3.0,6.0,6.0,4.0,6.0,0.0
3627,6.0,8.0,4.0,6.0,4.0,3.0,5.0,7.0,4.0,5.0,6.0,3.0,3.0,2.0,3.0,1.0,5.0,2.0,5.0,3.0,4.0,4.0,6.0,6.0,4.0,5.0,0.0
3628,5.0,1.0,0.0,7.0,2.0,2.0,5.0,5.0,5.0,6.0,7.0,2.0,3.0,3.0,3.0,1.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,7.0,4.0,4.0,0.0
3629,5.0,0.0,1.0,4.0,4.0,4.0,4.0,6.0,3.0,8.0,7.0,3.0,6.0,0.0,1.0,2.0,7.0,2.0,3.0,0.0,4.0,4.0,6.0,4.0,2.0,5.0,0.0
3630,5.0,3.0,2.0,5.0,5.0,6.0,6.0,8.0,2.0,3.0,2.0,5.0,5.0,2.0,8.0,3.0,5.0,3.0,4.0,2.0,4.0,3.0,5.0,5.0,4.0,6.0,0.0
3631,6.0,9.0,0.0,8.0,4.0,3.0,6.0,5.0,2.0,5.0,6.0,2.0,7.0,2.0,2.0,1.0,3.0,6.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,5.0,0.0
3632,5.0,1.0,2.0,7.0,3.0,4.0,5.0,7.0,5.0,7.0,7.0,2.0,2.0,3.0,2.0,6.0,3.0,4.0,4.0,4.0,2.0,3.0,7.0,6.0,4.0,6.0,0.0
3633,6.0,9.0,3.0,8.0,2.0,3.0,4.0,5.0,3.0,6.0,6.0,2.0,7.0,1.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,6.0,5.0,4.0,0.0
3634,5.0,3.0,0.0,7.0,4.0,4.0,4.0,5.0,4.0,6.0,6.0,1.0,3.0,3.0,2.0,1.0,7.0,4.0,5.0,4.0,4.0,7.0,6.0,7.0,4.0,5.0,0.0
3635,6.0,9.0,0.0,5.0,6.0,3.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,2.0,8.0,1.0,9.0,2.0,5.0,3.0,5.0,5.0,8.0,9.0,3.0,7.0,0.0
3636,5.0,7.0,0.0,7.0,3.0,2.0,5.0,6.0,6.0,4.0,2.0,5.0,4.0,3.0,5.0,0.0,4.0,6.0,5.0,6.0,4.0,6.0,6.0,5.0,4.0,3.0,0.0
3637,4.0,1.0,6.0,8.0,7.0,7.0,5.0,6.0,4.0,5.0,5.0,3.0,6.0,0.0,2.0,1.0,4.0,3.0,3.0,6.0,4.0,5.0,4.0,5.0,4.0,4.0,0.0
3638,7.0,1.0,0.0,7.0,3.0,4.0,6.0,4.0,4.0,7.0,5.0,1.0,8.0,3.0,1.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,6.0,0.0
3639,6.0,8.0,0.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,3.0,2.0,3.0,3.0,6.0,6.0,5.0,5.0,4.0,2.0,6.0,4.0,5.0,6.0,4.0,4.0,0.0
3640,5.0,5.0,8.0,4.0,5.0,7.0,7.0,6.0,5.0,6.0,3.0,4.0,5.0,3.0,7.0,6.0,6.0,7.0,4.0,5.0,3.0,6.0,4.0,5.0,4.0,4.0,0.0
3641,5.0,1.0,3.0,5.0,5.0,4.0,7.0,4.0,6.0,6.0,4.0,3.0,4.0,3.0,1.0,1.0,5.0,2.0,6.0,3.0,4.0,3.0,5.0,5.0,3.0,5.0,0.0
3642,5.0,3.0,0.0,5.0,3.0,3.0,4.0,5.0,2.0,7.0,6.0,3.0,5.0,1.0,7.0,7.0,7.0,2.0,5.0,4.0,6.0,6.0,5.0,5.0,3.0,5.0,0.0
3643,4.0,9.0,0.0,9.0,8.0,3.0,6.0,6.0,7.0,4.0,5.0,7.0,3.0,3.0,1.0,2.0,3.0,4.0,4.0,5.0,1.0,4.0,5.0,5.0,4.0,6.0,0.0
3644,6.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,3.0,7.0,3.0,1.0,5.0,3.0,1.0,2.0,7.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,0.0
3645,5.0,7.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,6.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,5.0,5.0,6.0,0.0
3646,5.0,7.0,4.0,4.0,4.0,4.0,6.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,1.0,2.0,5.0,3.0,5.0,5.0,6.0,7.0,5.0,5.0,2.0,5.0,0.0
3647,5.0,8.0,1.0,2.0,3.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,0.0,7.0,3.0,4.0,4.0,6.0,5.0,6.0,6.0,4.0,3.0,0.0
3648,5.0,7.0,4.0,6.0,3.0,5.0,5.0,6.0,4.0,5.0,5.0,3.0,4.0,2.0,2.0,8.0,8.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,3.0,0.0
3649,5.0,7.0,4.0,5.0,4.0,5.0,6.0,6.0,2.0,4.0,3.0,2.0,5.0,1.0,1.0,2.0,4.0,6.0,6.0,5.0,2.0,5.0,2.0,4.0,5.0,3.0,0.0
3650,4.0,1.0,0.0,6.0,3.0,2.0,4.0,6.0,5.0,8.0,7.0,3.0,7.0,1.0,4.0,6.0,2.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,6.0,0.0
3651,5.0,7.0,0.0,5.0,4.0,4.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,7.0,8.0,3.0,2.0,5.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,5.0,0.0
3652,6.0,1.0,0.0,6.0,3.0,3.0,7.0,6.0,4.0,6.0,5.0,1.0,6.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,4.0,3.0,6.0,6.0,5.0,4.0,0.0
3653,5.0,6.0,1.0,5.0,4.0,4.0,5.0,4.0,4.0,7.0,4.0,4.0,4.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,7.0,4.0,4.0,0.0
3654,5.0,6.0,0.0,4.0,5.0,6.0,4.0,4.0,3.0,7.0,5.0,4.0,5.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,2.0,6.0,6.0,6.0,4.0,7.0,0.0
3655,5.0,6.0,1.0,5.0,5.0,6.0,5.0,7.0,4.0,5.0,4.0,3.0,5.0,3.0,8.0,3.0,6.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,6.0,0.0
3656,5.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,0.0,5.0,7.0,5.0,5.0,2.0,6.0,6.0,6.0,1.0,3.0,7.0,3.0,0.0
3657,3.0,1.0,0.0,4.0,9.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,9.0,2.0,7.0,6.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,7.0,0.0
3658,5.0,6.0,1.0,8.0,6.0,6.0,5.0,7.0,5.0,4.0,5.0,4.0,2.0,2.0,1.0,2.0,6.0,2.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,6.0,0.0
3659,5.0,1.0,0.0,4.0,3.0,3.0,6.0,6.0,3.0,6.0,5.0,4.0,2.0,3.0,0.0,3.0,6.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,0.0
3660,3.0,9.0,0.0,7.0,7.0,4.0,6.0,8.0,5.0,7.0,6.0,6.0,2.0,4.0,7.0,6.0,4.0,3.0,3.0,4.0,2.0,3.0,1.0,3.0,4.0,6.0,0.0
3661,5.0,7.0,0.0,5.0,4.0,4.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,5.0,3.0,4.0,4.0,4.0,5.0,6.0,7.0,4.0,8.0,0.0
3662,5.0,7.0,0.0,6.0,3.0,5.0,5.0,6.0,4.0,5.0,5.0,3.0,4.0,4.0,2.0,8.0,5.0,3.0,3.0,2.0,4.0,3.0,4.0,5.0,4.0,6.0,0.0
3663,5.0,8.0,6.0,3.0,4.0,4.0,6.0,4.0,1.0,2.0,2.0,4.0,5.0,3.0,2.0,6.0,3.0,4.0,6.0,4.0,2.0,2.0,4.0,4.0,4.0,7.0,0.0
3664,7.0,1.0,0.0,5.0,7.0,5.0,9.0,3.0,6.0,5.0,5.0,4.0,3.0,1.0,1.0,2.0,6.0,5.0,4.0,4.0,4.0,4.0,6.0,4.0,3.0,3.0,0.0
3665,5.0,9.0,0.0,6.0,4.0,2.0,5.0,5.0,3.0,6.0,5.0,4.0,5.0,3.0,1.0,2.0,4.0,3.0,6.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,0.0
3666,6.0,8.0,8.0,4.0,5.0,4.0,8.0,1.0,5.0,6.0,3.0,4.0,6.0,3.0,5.0,7.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,3.0,3.0,0.0
3667,3.0,1.0,0.0,2.0,2.0,2.0,5.0,4.0,2.0,6.0,3.0,4.0,5.0,1.0,1.0,2.0,5.0,6.0,6.0,5.0,3.0,5.0,3.0,5.0,4.0,4.0,0.0
3668,5.0,1.0,2.0,5.0,3.0,7.0,6.0,7.0,4.0,3.0,1.0,2.0,4.0,3.0,0.0,3.0,5.0,4.0,6.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,0.0
3669,5.0,7.0,0.0,5.0,4.0,4.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,5.0,5.0,8.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,0.0
3670,5.0,1.0,3.0,4.0,6.0,4.0,6.0,7.0,5.0,5.0,3.0,1.0,5.0,3.0,2.0,8.0,3.0,5.0,4.0,5.0,1.0,4.0,2.0,4.0,5.0,7.0,0.0
3671,5.0,7.0,0.0,5.0,4.0,5.0,5.0,6.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,5.0,5.0,0.0
3672,5.0,7.0,4.0,6.0,3.0,5.0,5.0,6.0,4.0,5.0,5.0,3.0,4.0,2.0,4.0,6.0,5.0,5.0,5.0,2.0,5.0,3.0,4.0,5.0,4.0,5.0,0.0
3673,5.0,2.0,3.0,5.0,6.0,4.0,5.0,5.0,2.0,5.0,5.0,6.0,5.0,2.0,2.0,1.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,0.0
3674,5.0,1.0,1.0,6.0,6.0,5.0,7.0,5.0,4.0,4.0,4.0,4.0,6.0,3.0,1.0,2.0,3.0,3.0,2.0,0.0,2.0,2.0,5.0,5.0,3.0,6.0,0.0
3675,4.0,1.0,7.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,2.0,4.0,7.0,3.0,0.0,7.0,1.0,4.0,4.0,6.0,4.0,5.0,5.0,3.0,4.0,0.0
3676,5.0,9.0,4.0,6.0,7.0,7.0,7.0,5.0,3.0,2.0,4.0,5.0,6.0,2.0,2.0,8.0,6.0,5.0,3.0,5.0,5.0,4.0,2.0,3.0,5.0,4.0,0.0
3677,5.0,0.0,1.0,4.0,6.0,3.0,6.0,5.0,5.0,7.0,6.0,5.0,4.0,3.0,2.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,2.0,4.0,2.0,4.0,0.0
3678,5.0,7.0,4.0,6.0,3.0,5.0,5.0,6.0,4.0,5.0,5.0,3.0,4.0,1.0,1.0,2.0,4.0,6.0,6.0,5.0,2.0,5.0,2.0,4.0,5.0,3.0,0.0
3679,3.0,7.0,0.0,5.0,6.0,6.0,4.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,7.0,6.0,3.0,5.0,4.0,5.0,1.0,4.0,2.0,4.0,5.0,7.0,0.0
3680,8.0,1.0,0.0,5.0,6.0,4.0,7.0,4.0,4.0,6.0,4.0,0.0,5.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,6.0,3.0,7.0,0.0
3681,5.0,8.0,4.0,4.0,6.0,5.0,6.0,4.0,3.0,5.0,2.0,5.0,5.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,7.0,4.0,6.0,0.0
3682,5.0,3.0,0.0,6.0,3.0,3.0,4.0,5.0,3.0,8.0,6.0,3.0,5.0,2.0,2.0,1.0,4.0,4.0,4.0,3.0,2.0,5.0,5.0,4.0,5.0,8.0,0.0
3683,3.0,9.0,3.0,3.0,5.0,4.0,5.0,7.0,1.0,7.0,3.0,3.0,6.0,3.0,2.0,1.0,3.0,5.0,4.0,4.0,1.0,3.0,3.0,4.0,5.0,6.0,0.0
3684,3.0,1.0,0.0,4.0,4.0,6.0,7.0,7.0,4.0,3.0,4.0,5.0,3.0,7.0,3.0,0.0,5.0,4.0,6.0,6.0,7.0,5.0,5.0,4.0,4.0,2.0,0.0
